,id,curr_liv_pref,age,mv,compul_edu_urban,compul_edu_ctype,compul_edu_pref,q3,q4_1,q4_2,q5,curr_job,curr_job_yrs,q9_1,q9_2,q10_1,q10_2,q10_3,q10_4,q10_5,q10_6,q10_7,q10_8,q10_9,q11,q12,q13,q14,q14sq1,q14sq2,q14sq3,q14sq4,q15,q16,q16sq1_1,q16sq1_2,q16sq2,q16sq3,q16sq4,q17,q17sq1_1,q17sq1_2,q17sq1_3,q17sq1_4,q17sq1_5,q17sq1_6,q17sq1_7,q17sq1_8,q17sq2_1,q17sq2_2,q17sq2_3,q17sq2_4,q17sq2_5,q17sq2_6,q17sq2_7,q17sq2_8,q17sq2_9,q18,q19,fin_edu_deg,fin_edu_hs_maj,fin_edu_clg_maj,fin_edu_pref,fin_edu_course,fin_edu_grad,fin_edu_e_age,voc,q23sq1_1,q23sq1_2,q23sq1_3,q23sq1_4,q23sq1_5,q23sq1_6,q23sq1_7,q23sq1_8,q23sq2,q23sq3,marr,marr_age,sep_age,remarr_age,num_kids,birth_age_1st,birth_age_last,q28_4,q28_5,q29_1,q29_2,q29_3,q29_4,q29_5,q30_1,q30_2,q30_3,q30_4,q31_1,q31_2,q31_3,q31_4,q31_5,q32,q32sq,q33a,q33b,q33c,q33d,q33e,q34,q34sq,q35_1,q35_2,q35_3,q36,hus_fin_edu,hus_marr_emp_pos,q38_1_3,hus_marr_ind_maj,hus_marr_ind_min,hus_marr_pos,hus_marr_f_size,hus_curr_emp_pos,q38_2_3,hus_curr_ind_maj,hus_curr_ind_min,hus_curr_pos,hus_curr_f_size,farther_edu,mother_edu,fam_size,q41sq_1,q41sq_2,q41sq_3,q41sq_4,q41sq_5,q41sq_6,inc_hh,inc_hh_100k,inc_ind_y_n,inc_ind,inc_ind_100k,inc_hus_100k,q44_1,curr_card_no,curr_frm_id,curr_emp_pos,curr_ind,curr_ind_maj,curr_ind_min,curr_work_hour,curr_work_day,curr_pos,curr_f_sz,curr_cmmt_time,curr_chnl,curr_s_age,curr_e_age,last_card_no,last_frm_id,last_emp_pos,last_ind,last_ind_maj,last_ind_min,last_work_hour,last_work_day,last_pos,last_f_sz,last_cmmt_time,last_chnl,last_s_age,last_e_age,saishu_11,init_firm_id,init_emp_pos,init_ind,init_ind_maj,init_ind_min,init_work_hour,init_work_day,init_pos,init_f_sz,init_cmmt_time,init_chnl,init_s_age,init_e_age,init_chng_rsn,1st_firm_id,1st_emp_pos,1st_ind,1st_ind_maj,1st_ind_min,1st_work_hour,1st_work_day,1st_pos,1st_f_sz,1st_cmmt_time,1st_chnl,1st_s_age,1st_e_age,1st_chng_rsn,2nd_firm_id,2nd_emp_pos,2nd_ind,2nd_ind_maj,2nd_ind_min,2nd_work_hour,2nd_work_day,2nd_pos,2nd_f_sz,2nd_cmmt_time,2nd_chnl,2nd_s_age,2nd_e_age,2nd_chng_rsn,3rd_firm_id,3rd_emp_pos,3rd_ind,3rd_ind_maj,3rd_ind_min,3rd_work_hour,3rd_work_day,3rd_pos,3rd_f_sz,3rd_cmmt_time,3rd_chnl,3rd_s_age,3rd_e_age,3rd_chng_rsn,4th_firm_id,4th_emp_pos,4th_ind,4th_ind_maj,4th_ind_min,4th_work_hour,4th_work_day,4th_pos,4th_f_sz,4th_cmmt_time,4th_chnl,4th_s_age,4th_e_age,4th_chng_rsn,5th_firm_id,5th_emp_pos,5th_ind,5th_ind_maj,5th_ind_min,5th_work_hour,5th_work_day,5th_pos,5th_f_sz,5th_cmmt_time,5th_chnl,5th_s_age,5th_e_age,5th_chng_rsn,6th_firm_id,6th_emp_pos,6th_ind,6th_ind_maj,6th_ind_min,6th_work_hour,6th_work_day,6th_pos,6th_f_sz,6th_cmmt_time,6th_chnl,6th_s_age,6th_e_age,6th_chng_rsn,7th_firm_id,7th_emp_pos,7th_ind,7th_ind_maj,7th_ind_min,7th_work_hour,7th_work_day,7th_pos,7th_f_sz,7th_cmmt_time,7th_chnl,7th_s_age,7th_e_age,7th_chng_rsn,8th_firm_id,8th_emp_pos,8th_ind,8th_ind_maj,8th_ind_min,8th_work_hour,8th_work_day,8th_pos,8th_f_sz,8th_cmmt_time,8th_chnl,8th_s_age,8th_e_age,8th_chng_rsn,9th_firm_id,9th_emp_pos,9th_ind,9th_ind_maj,9th_ind_min,9th_work_hour,9th_work_day,9th_pos,9th_f_sz,9th_cmmt_time,9th_chnl,9th_s_age,9th_e_age,9th_chng_rsn,10th_firm_id,10th_emp_pos,10th_ind,10th_ind_maj,10th_ind_min,10th_work_hour,10th_work_day,10th_pos,10th_f_sz,10th_cmmt_time,10th_chnl,10th_s_age,10th_e_age,10th_chng_rsn,lifestage_1,lifestage_2,lifestage_3,lifestage_4_1,lifestage_4_2,lifestage_5,chrt
10,11,11,39,2,2,8,44,8,1,19,3,1,2,4,5,1,3,3,3,2,3,3,4,2,2,2,4,1,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,7,6,98,44,1,1,18,1,0,0,0,1,0,0,0,0,1,5,2,21,98,98,2,23,26,80,80,3,3,3,3,3,5,5,5,5,5,5,5,5,5,0,8,4,4,4,4,4,5,9,1,2,4,3,8,2,97,9,261,1,9,2,97,9,261,1,9,3,2,4,1,1,0,0,0,0,15,0,1,5,0,11,0,4,1,2,88,1,23,6,6,1,5,2,99,37,39, , , , , , , , , , , , , , , ,1,2,88,1,23,6,6,1,5,2,99,37,39,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,7,7,0,37,1944
11,12,11,41,1,1,3,11,7,3,286,3,1,17,8,1,3,3,3,3,1,3,1,4,3,2,1,1,1,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,9,8,1,12,2,1,23,1,0,0,0,0,1,0,0,0,1,6,2,29,98,98,3,30,35,80,80,1,4,4,1,4,4,4,4,4,4,4,4,4,4,1,4,8,8,8,8,8,4,9,2,1,1,9,8,2,18,8,212,1,5,2,18,8,212,1,5,2,2,5,1,1,0,0,0,0,18,0,1,10,0,9,0,5,2,2,91,1,28,8,6,2,9,3,99,24,41, , , , , , , , , , , , , , , ,1,2,98,3,54,8,6,1,9,7,6,18,24,11,2,2,91,1,28,8,6,2,9,3,99,24,41,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,0,98,1942
12,13,11,34,2,2,8,13,8,3,286,2,2,98,98,98,8,8,8,8,8,8,8,8,8,8,8,98,8,98,8,8,98,98,2,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,1,8,8,6,12,1,1,20,2,8,8,8,8,8,8,8,8,8,8,2,24,98,98,2,26,29,80,80,2,4,3,3,4,2,2,3,4,5,5,5,5,5,0,8,3,9,9,9,9,5,3,1,2,2,3,10,2,37,3,54,1,4,2,37,2,50,5,4,5,2,3,1,1,0,0,0,0,11,0,2,98,0,11,0, , , , , , , , , , , , , , ,4,1,2,50,3,54,7,6,1,6,6,2,20,24,4,1,2,50,3,54,7,6,1,6,6,2,20,24,4,98,6,12,97,997,98,8,8,98,8,98,24,34,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,7,7,0,98,1949
13,14,11,38,2,1,1,12,7,3,286,3,1,1,1,8,2,1,1,3,3,4,4,4,3,1,2,2,1,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,7,3,98,12,1,1,18,2,8,8,8,8,8,8,8,8,8,8,2,28,98,98,2,29,33,80,80,1,4,4,4,4,1,3,4,4,1,1,1,1,1,1,4,8,8,8,8,8,5,1,1,1,1,3,7,2,15,8,221,1,3,2,33,2,50,4,5,1,1,4,1,1,0,0,0,0,10,0,1,2,0,8,0,8,4,2,26,8,251,6,6,1,6,3,99,37,38, , , , , , , , , , , , , , , ,1,2,50,3,55,7,6,2,7,6,3,18,28,4,2,2,15,3,54,8,6,1,3,3,4,28,29,5,98,6,12,97,997,98,8,8,98,8,98,29,35,98,3,3,23,8,170,6,6,1,5,3,4,35,37,2,4,2,26,8,251,6,6,1,6,3,99,37,38,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,3,1,2,98,1945
14,15,11,39,2,1,1,12,6,1,20,3,1,3,1,2,2,3,3,2,2,3,3,3,2,2,1,3,1,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,6,8,98,19,1,1,15,1,0,0,1,0,0,0,0,0,1,2,2,20,98,98,2,21,24,80,80,2,4,4,2,4,3,3,3,4,2,2,3,4,2,0,8,5,5,5,5,5,5,3,2,1,3,3,7,2,37,8,143,1,3,1,49,8,143,8,1,5,3,5,1,1,0,1,0,0,18,0,1,6,0,13,0,10,5,2,88,1,20,8,6,1,4,3,8,38,39, , , , , , , , , , , , , , , ,1,2,88,1,20,8,6,1,6,1,6,17,20,4,2,2,88,1,20,8,6,1,6,2,6,20,20,5,98,6,12,97,997,98,8,8,98,8,98,20,25,98,3,2,88,1,20,8,6,1,5,3,4,25,26,8,4,4,83,3,54,6,6,8,1,1,7,26,36,2,5,3,88,1,20,16,2,1,4,3,5,36,38,1,5,2,88,1,20,8,6,1,4,3,8,38,39,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,3,1,0,98,1944
15,16,11,37,2,1,1,12,6,4,66,3,1,4,5,4,2,3,3,1,2,4,4,4,4,5,2,7,1,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,6,8,98,12,1,1,15,9,8,8,8,8,8,8,8,8,8,8,2,24,98,98,2,26,30,80,80,9,9,9,9,9,2,1,3,3,5,5,5,5,5,0,8,5,5,5,5,5,5,1,1,3,1,3,10,2,36,2,50,4,8,2,36,2,50,4,8,4,2,5,1,1,0,1,0,0,14,0,1,2,0,14,0,6,2,3,91,10,273,4,5,1,6,2,99,33,37, , , , , , , , , , , , , , , ,1,2,36,3,54,8,6,1,7,5,2,18,24,4,98,6,12,97,997,98,8,8,98,8,98,24,33,98,2,3,91,10,273,4,5,1,6,2,99,33,37,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,7,1,0,98,1946
16,17,11,26,2,1,1,1,7,99,999,2,2,98,98,98,8,8,8,8,8,8,8,8,8,8,8,98,8,98,8,8,98,98,2,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,1,7,1,98,18,1,1,18,2,8,8,8,8,8,8,8,8,8,8,2,24,98,98,1,25,25,80,80,4,4,4,4,2,9,4,4,4,5,5,5,5,5,1,1,8,8,8,8,8,6,8,2,2,2,3,10,2,91,1,30,1,99,2,91,1,30,1,99,2,2,3,1,1,0,0,0,0,99,0,2,98,0,99,0, , , , , , , , , , , , , , ,5,2,2,75,10,275,8,6,1,99,9,5,23,24,9,1,2,43,10,275,8,6,1,99,3,4,19,23,11,2,2,75,10,275,8,6,1,99,9,5,23,24,9,98,6,12,97,997,98,8,8,98,8,98,24,26,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,7,8,8,98,1957
17,18,11,41,1,1,3,11,7,1,20,2,1,16,9,8,4,4,4,4,4,4,4,4,4,5,3,2,1,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,7,1,98,11,1,1,18,1,0,0,0,0,0,0,0,1,2,8,2,24,98,98,3,25,29,80,80,2,4,4,4,4,4,4,4,4,1,4,4,4,4,0,8,5,5,5,5,5,5,3,1,2,2,3,8,2,30,8,198,1,8,1,49,4,66,8,1,1,1,7,1,1,1,1,0,0,7,0,1,2,0,5,0,5,2,4,49,4,66,10,7,8,1,1,7,25,41, , , , , , , , , , , , , , , ,1,2,50,3,55,8,6,1,8,2,3,18,25,5,2,4,49,4,66,10,7,8,1,1,7,25,41,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,1,0,98,1942
18,19,11,44,2,2,8,11,7,5,76,3,1,10,9,8,4,4,4,4,4,4,4,4,4,7,4,6,2,8,5,1,8,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,7,6,98,11,1,1,18,2,8,8,8,8,8,8,8,8,8,8,2,34,98,98,2,36,38,80,80,1,4,3,2,4,3,3,3,3,2,2,1,4,1,1,1,8,8,8,8,8,5,5,1,1,1,3,8,4,77,10,272,8,2,4,77,10,272,8,2,1,1,7,1,1,1,1,1,0,99,0,2,98,0,6,0,6,2,4,77,3,54,3,6,8,2,1,7,35,44, , , , , , , , , , , , , , , ,1,2,30,3,54,8,7,1,6,3,1,19,31,1,1,2,30,3,54,8,7,3,6,3,8,31,35,5,2,4,77,3,54,3,6,8,2,1,7,35,44,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,1,0,98,1939
19,20,11,31,2,2,8,11,7,1,20,1,1,1,9,1,3,2,3,4,1,4,4,4,4,1,1,2,1,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,7,1,98,11,1,1,18,1,0,0,0,0,0,0,1,0,1,3,2,25,98,98,2,25,29,80,80,1,4,4,3,4,3,3,3,4,3,2,4,2,1,2,1,8,8,8,8,8,4,5,3,3,2,4,4,1,15,8,221,8,2,1,15,8,221,8,2,99,1,4,1,1,0,0,0,0,6,0,1,1,0,6,0,6,2,3,88,3,54,7,5,1,2,2,99,31,31, , , , , , , , , , , , , , , ,1,2,88,3,54,8,7,1,2,4,1,18,26,5,98,6,12,97,997,98,8,8,98,8,98,26,31,98,2,3,88,3,54,7,5,1,2,2,99,31,31,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,3,8,8,98,1952
20,21,11,26,2,1,3,11,7,1,20,3,1,10,8,2,1,1,1,4,1,2,4,4,4,1,2,1,1,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,6,8,98,11,1,1,16,1,0,0,0,1,0,0,0,0,1,2,2,24,98,98,1,25,25,80,80,1,1,4,2,4,4,1,4,4,3,1,3,4,4,1,2,8,8,8,8,8,5,3,1,1,1,3,8,2,28,4,70,1,8,2,28,4,70,2,8,5,2,7,1,1,1,1,1,1,99,0,1,4,0,7,0,4,1,2,77,1,20,9,6,1,3,3,3,16,26, , , , , , , , , , , , , , , ,1,2,77,1,20,9,6,1,3,3,3,16,26,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,8,8,98,1957
21,22,11,52,1,1,3,11,2,8,161,3,1,26,1,9,4,4,4,4,4,4,4,4,4,5,1,6,9,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,2,8,98,11,1,1,14,1,0,0,0,0,0,0,1,0,1,2,2,26,98,98,3,27,31,47,50,1,4,2,1,4,2,1,1,4,4,4,4,4,4,0,8,5,5,5,5,5,4,1,1,1,1,3,2,1,45,4,63,8,1,1,45,4,63,8,1,2,2,3,1,1,0,0,0,0,99,0,1,1,0,99,0,7,4,4,45,4,66,10,7,8,1,1,7,26,52, , , , , , , , , , , , , , , ,1,2,21,8,162,8,6,1,7,4,3,15,15,14,2,2,49,8,161,8,6,1,7,3,1,15,19,2,3,2,21,8,161,8,6,1,2,3,1,19,26,11,4,4,45,4,66,10,7,8,1,1,7,26,52,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,0,98,1931
22,23,11,58,2,2,8,11,2,1,20,3,1,35,9,1,4,4,4,4,4,4,4,4,4,1,1,6,1,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,2,8,98,11,1,1,15,2,8,8,8,8,8,8,8,8,8,8,2,23,98,98,2,23,25,44,46,1,4,2,2,4,2,1,1,9,4,4,4,4,4,0,8,5,5,5,5,5,4,3,1,1,1,3,4,1,45,4,63,8,1,1,45,4,63,8,1,1,99,2,1,0,0,0,0,0,13,0,1,5,0,9,0,5,2,4,45,4,66,12,6,8,1,1,7,23,58, , , , , , , , , , , , , , , ,1,2,35,8,146,8,6,1,8,4,2,15,23,4,2,4,45,4,66,12,6,8,1,1,7,23,58,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,0,98,1925
23,24,11,52,1,1,3,11,3,99,999,3,2,98,98,98,8,8,8,8,8,8,8,8,8,8,8,98,8,98,8,8,98,98,1,5,8,10,3,7,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,3,8,98,11,1,1,16,1,0,0,0,0,0,0,1,0,1,2,2,23,98,98,3,25,34,47,80,1,1,3,3,4,1,1,1,1,5,5,5,5,5,0,8,2,1,3,3,3,5,5,2,1,2,3,6,2,91,1,29,1,9,1,87,1,44,8,1,99,99,3,1,1,0,0,0,0,7,0,2,98,0,7,0, , , , , , , , , , , , , , ,4,1,4,1,5,75,10,7,8,1,1,7,16,23,4,1,4,1,5,75,10,7,8,1,1,7,16,23,4,98,6,12,97,997,98,8,8,98,8,98,23,52,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,7,7,0,98,1931
24,25,11,42,1,1,3,11,6,8,161,1,1,22,9,8,4,4,4,4,4,4,4,4,4,2,1,6,1,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,6,8,98,11,1,1,15,1,0,0,0,0,0,0,1,0,1,2,2,21,98,98,2,23,26,41,80,1,1,3,4,3,4,4,4,4,4,4,4,4,4,0,8,5,5,5,5,5,4,3,3,2,2,3,8,2,20,8,153,1,7,2,20,8,153,1,3,1,1,3,1,1,0,0,0,0,9,0,1,3,0,7,0,4,1,1,45,4,63,10,7,8,1,1,7,20,42, , , , , , , , , , , , , , , ,1,1,45,4,63,10,7,8,1,1,7,20,42,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,0,98,1941
25,26,11,36,2,2,8,11,7,1,20,3,1,3,8,2,3,3,3,2,9,4,4,4,4,9,3,2,1,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,7,3,98,11,1,1,18,1,0,0,0,1,0,0,0,0,1,2,2,24,98,98,2,26,30,80,80,1,4,1,2,4,3,2,4,4,1,1,4,4,1,1,1,8,8,8,8,8,3,8,3,2,1,3,4,2,24,8,177,1,8,2,22,8,168,1,8,1,1,5,1,1,0,1,0,0,11,0,2,98,0,7,0,7,3,4,77,1,20,8,6,8,1,1,7,33,36, , , , , , , , , , , , , , , ,1,2,43,4,66,8,6,1,7,3,3,18,24,4,2,2,40,3,54,8,6,1,2,3,2,24,26,5,98,6,12,97,997,98,8,8,98,8,98,26,33,98,3,4,77,1,20,8,6,8,1,1,7,33,36,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,3,4,0,98,1947
26,27,11,63,2,1,3,26,4,99,999,2,1,40,9,1,3,2,3,4,1,3,3,4,4,2,3,1,1,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,3,8,98,26,1,1,17,2,8,8,8,8,8,8,8,8,8,8,4,23,24,98,1,24,24,46,46,4,1,9,4,1,5,5,5,5,3,9,4,9,3,0,8,5,5,5,5,5,3,8,3,3,3,3,98,8,12,98,998,8,98,8,12,98,998,8,98,1,1,1,8,8,8,8,8,8,5,0,1,5,0,98,0,5,1,1,46,4,65,8,6,8,1,1,8,36,63, , , , , , , , , , , , , , , ,1,4,46,4,66,8,6,8,1,1,7,23,36,1,1,1,46,4,65,8,6,8,1,1,8,36,63,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,1,0,98,1920
27,28,11,38,1,1,3,11,7,1,20,3,1,20,9,5,4,4,4,4,4,4,4,4,4,3,5,99,2,2,2,1,5,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,7,1,98,11,1,1,18,1,0,0,0,0,0,0,1,0,1,2,2,24,98,98,2,25,31,80,80,2,1,4,3,4,3,4,4,4,4,4,4,4,4,0,8,5,5,5,5,5,5,5,4,4,1,4,8,2,48,4,70,2,8,2,48,2,50,4,8,4,3,5,1,1,0,1,0,0,12,0,2,98,0,11,0,4,1,4,45,4,66,10,7,8,1,1,7,18,38, , , , , , , , , , , , , , , ,1,4,45,4,66,10,7,8,1,1,7,18,38,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,0,98,1945
28,29,11,38,2,2,8,38,7,99,999,2,2,98,98,98,8,8,8,8,8,8,8,8,8,8,8,98,8,98,8,8,98,98,2,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,2,7,1,98,38,1,1,18,2,8,8,8,8,8,8,8,8,8,8,2,24,98,98,1,25,25,80,80,9,2,9,3,3,5,5,5,5,5,5,5,5,5,0,8,4,2,4,4,2,2,8,2,2,2,9,10,2,47,4,70,1,8,2,47,4,70,3,8,6,3,3,1,1,0,0,0,0,99,0,2,98,0,99,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,7,7,0,98,1945
29,30,11,46,2,1,1,12,7,1,292,1,1,7,1,4,2,2,2,2,3,3,3,3,3,2,3,3,1,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,7,1,98,12,1,1,18,2,8,8,8,8,8,8,8,8,8,8,2,20,98,98,4,22,37,40,80,2,4,2,2,2,9,9,9,9,5,5,5,5,5,0,8,5,5,5,5,5,5,7,1,2,2,3,8,2,62,8,255,2,5,2,61,7,99,1,8,1,1,6,1,1,0,0,0,0,9,0,1,2,0,8,0,7,3,3,20,8,162,7,6,1,4,3,5,39,46, , , , , , , , , , , , , , , ,1,2,40,3,54,7,6,1,7,6,3,18,20,4,98,6,12,97,997,98,8,8,98,8,98,20,35,98,2,4,49,4,66,4,7,8,3,1,7,35,39,8,3,3,20,8,162,7,6,1,4,3,5,39,46,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,7,1,0,98,1937
30,31,11,31,2,1,1,12,8,3,54,3,2,98,98,98,8,8,8,8,8,8,8,8,8,8,8,98,8,98,8,8,98,98,1,1,4,3,1,3,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,7,3,98,12,1,1,18,2,8,8,8,8,8,8,8,8,8,8,2,21,98,98,2,21,24,80,80,1,4,4,4,4,2,2,3,4,5,5,5,5,5,0,8,1,3,1,3,4,5,3,1,1,1,3,9,2,59,3,54,1,7,3,99,99,999,1,7,4,2,4,1,1,0,0,0,0,6,0,2,98,0,6,0, , , , , , , , , , , , , , ,4,1,2,49,4,66,7,6,1,5,4,5,20,21,4,1,2,49,4,66,7,6,1,5,4,5,20,21,4,98,6,12,97,997,98,8,8,98,8,98,21,31,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,7,7,0,98,1952
