,sampleno,kyojuuchi,q1,q2,q3,q3_toshiruikei,q4_1,q4_2,q5_1,q5_2,q6_1,q6_3,q6_3_toshiruikei,q6_4,q6_5_dai,q6_5_shou,q6_6,q6_7,q6a,q6b,q6c,q6d,q7,q8,q9_1,q9_2,q9_3,q9_4,q9_5,q10,q11,q11sq1,q11sq2_1,q11sq2_2,q11sq2_3,q11sq2_4,q11sq2_5,q11sq2_6,q11sq2_7,q12,q13,q13sq1,q13sq2,q13sq3,q13sq4_1,q13sq4_2,q14_1,q14_2,q14_3,q14_4,q14_5,q14_6,q15_kigyou,q15_jigyousho,q15_1,q15_3,q15_3_toshiruikei,q15_4,q15_5_dai,q15_5_shou,q15_6,q15_7,q15_8,q15_9_1,q15_9_2,q15_10,q16_1_kigyou,q16_1_jigyousho,q16_1_1,q16_1_3,q16_1_3_toshiruikei,q16_1_4,q16_1_5_dai,q16_1_5_shou,q16_1_6,q16_1_7,q16_1_8,q16_1_9_1,q16_1_9_2,q16_1_10,q16_2_kigyou,q16_2_jigyousho,q16_2_1,q16_2_3,q16_2_3_toshiruikei,q16_2_4,q16_2_5_dai,q16_2_5_shou,q16_2_6,q16_2_7,q16_2_8,q16_2_9_1,q16_2_9_2,q16_2_10,q16_3_kigyou,q16_3_jigyousho,q16_3_1,q16_3_3,q16_3_3_toshiruikei,q16_3_4,q16_3_5_dai,q16_3_5_shou,q16_3_6,q16_3_7,q16_3_8,q16_3_9_1,q16_3_9_2,q16_3_10,q16_4_kigyou,q16_4_jigyousho,q16_4_1,q16_4_3,q16_4_3_toshiruikei,q16_4_4,q16_4_5_dai,q16_4_5_shou,q16_4_6,q16_4_7,q16_4_8,q16_4_9_1,q16_4_9_2,q16_4_10,q16_5_kigyou,q16_5_jigyousho,q16_5_1,q16_5_3,q16_5_3_toshiruikei,q16_5_4,q16_5_5_dai,q16_5_5_shou,q16_5_6,q16_5_7,q16_5_8,q16_5_9_1,q16_5_9_2,q16_5_10,q16_6_kigyou,q16_6_jigyousho,q16_6_1,q16_6_3,q16_6_3_toshiruikei,q16_6_4,q16_6_5_dai,q16_6_5_shou,q16_6_6,q16_6_7,q16_6_8,q16_6_9_1,q16_6_9_2,q16_6_10,q16_7_kigyou,q16_7_jigyousho,q16_7_1,q16_7_3,q16_7_3_toshiruikei,q16_7_4,q16_7_5_dai,q16_7_5_shou,q16_7_6,q16_7_7,q16_7_8,q16_7_9_1,q16_7_9_2,q16_7_10,q16_8_kigyou,q16_8_jigyousho,q16_8_1,q16_8_3,q16_8_3_toshiruikei,q16_8_4,q16_8_5_dai,q16_8_5_shou,q16_8_6,q16_8_7,q16_8_8,q16_8_9_1,q16_8_9_2,q16_8_10,q16_9_kigyou,q16_9_jigyousho,q16_9_1,q16_9_3,q16_9_3_toshiruikei,q16_9_4,q16_9_5_dai,q16_9_5_shou,q16_9_6,q16_9_7,q16_9_8,q16_9_9_1,q16_9_9_2,q16_9_10,q16_10_kigyou,q16_10_jigyousho,q16_10_1,q16_10_3,q16_10_3_toshiruikei,q16_10_4,q16_10_5_dai,q16_10_5_shou,q16_10_6,q16_10_7,q16_10_8,q16_10_9_1,q16_10_9_2,q16_10_10,q16_11_kigyou,q16_11_jigyousho,q16_11_1,q16_11_3,q16_11_3_toshiruikei,q16_11_4,q16_11_5_dai,q16_11_5_shou,q16_11_6,q16_11_7,q16_11_8,q16_11_9_1,q16_11_9_2,q16_11_10,q16_12_kigyou,q16_12_jigyousho,q16_12_1,q16_12_3,q16_12_3_toshiruikei,q16_12_4,q16_12_5_dai,q16_12_5_shou,q16_12_6,q16_12_7,q16_12_8,q16_12_9_1,q16_12_9_2,q16_12_10,q16_13_kigyou,q16_13_jigyousho,q16_13_1,q16_13_3,q16_13_3_toshiruikei,q16_13_4,q16_13_5_dai,q16_13_5_shou,q16_13_6,q16_13_7,q16_13_8,q16_13_9_1,q16_13_9_2,q16_13_10,q16_14_kigyou,q16_14_jigyousho,q16_14_1,q16_14_3,q16_14_3_toshiruikei,q16_14_4,q16_14_5_dai,q16_14_5_shou,q16_14_6,q16_14_7,q16_14_8,q16_14_9_1,q16_14_9_2,q16_14_10,q16_15_kigyou,q16_15_jigyousho,q16_15_1,q16_15_3,q16_15_3_toshiruikei,q16_15_4,q16_15_5_dai,q16_15_5_shou,q16_15_6,q16_15_7,q16_15_8,q16_15_9_1,q16_15_9_2,q16_15_10,q16_16_kigyou,q16_16_jigyousho,q16_16_1,q16_16_3,q16_16_3_toshiruikei,q16_16_4,q16_16_5_dai,q16_16_5_shou,q16_16_6,q16_16_7,q16_16_8,q16_16_9_1,q16_16_9_2,q16_16_10,q16_17_kigyou,q16_17_jigyousho,q16_17_1,q16_17_3,q16_17_3_toshiruikei,q16_17_4,q16_17_5_dai,q16_17_5_shou,q16_17_6,q16_17_7,q16_17_8,q16_17_9_1,q16_17_9_2,q16_17_10,q17_1,q17_2,q17_3,q18,q18sq1_1,q18sq1_2,q18sq1_3,q18sq1_4,q18sq1_5,q18sq1_6,q18sq1_7,q18sq2_1_1,q18sq2_1_2,q18sq2_1_3,q18sq2_1_4,q18sq2_1_5,q18sq2_1_7,q18sq2_2_1,q18sq2_2_2,q18sq2_2_3,q18sq2_2_4,q18sq2_2_5,q18sq2_2_7,q18sq2_3_1,q18sq2_3_2,q18sq2_3_3,q18sq2_3_4,q18sq2_3_5,q18sq2_3_7,q19,q19sq1_1,q19sq1_2,q19sq1_3,q19sq1_4,q19sq1_5,q19sq2_1,q19sq2_2,q19sq2_3,q19sq2_4,q19sq2_5,q19sq3_1,q19sq3_2,q19sq3_3,q19sq3_4,q19sq3_5,q20,q20sq2,q21,q22,q22sq1,q22sq2,q23_1,q23_2,q23_3,q23_4,q23_5,q23_6,q23_7,q23_8,q23_9,q23_10,q24,q25,q25sq1,q25sq2,q25sq3,q26_1,q26_1sq1,q26_1sq2,q26_2,q26_3,q26_4,q26_5,q26_6_1,q26_6_2,q27,q28_1,q28_1sq1,q28_1sq2,q28_2,q28_3,q28_4,q28_5,q28_6_1,q28_6_2,q29,q29_1,q29_2,q29_3,q29_4,q30,q30_1_1,q30_1_3,q30_1_4_dai,q30_1_4_shou,q30_1_5,q30_1_6,q31,q32,q32_1,q33,q33_1
10,11,10,53,2,10,2,5,2,3,1,2,12,1,84,2,50,6,8,6,51,53,2,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,2,2,98,8,8,98,98,2,1,2,2,9,9,0,0,2,40,2,84,3,55,1,8,2,19,28,1,0,1,2,12,1,84,3,55,3,8,8,28,38,1,0,2,2,29,1,84,2,50,4,8,8,38,49,14,1,0,2,10,3,45,2,50,5,7,6,49,51,2,2,0,2,12,1,84,2,50,6,8,6,51,53,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,4,1,0,0,0,0,0,0,1,3,7,1,28,1,9,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,2,8,6,2,8,8,1,3,2,2,2,2,2,2,2,3,1,9,98,98,98,4,8,8,99,9,1,1,15,18,1,5,8,8,99,9,9,9,18,21,1,29,80,98,98,1,7,13,97,997,8,98,3,11,998,11,998
11,12,10,48,2,12,1,3,3,3,3,2,12,1,85,1,36,5,8,8,43,48,1,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,14,2,98,8,8,98,98,2,1,2,2,2,2,0,0,2,12,1,64,3,54,1,8,2,23,33,14,1,0,2,12,1,85,1,36,2,8,5,33,39,1,1,0,2,12,1,85,1,36,4,8,8,39,43,1,1,0,2,12,1,85,1,36,5,8,8,43,48,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,8,8,1,0,0,0,0,0,0,1,3,7,1,33,1,9,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,2,8,6,2,8,8,1,2,1,3,2,1,1,1,3,3,1,2,98,98,98,10,8,1,12,1,1,1,19,23,2,98,8,8,98,8,8,8,98,98,1,24,25,80,98,1,7,13,97,997,8,98,9,20,998,20,998
12,13,10,39,2,12,1,2,2,1,1,2,12,1,98,2,47,4,9,8,35,39,0,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,17,2,98,8,8,98,98,9,1,9,9,9,8,0,0,2,12,1,98,3,54,1,9,5,22,24,1,0,0,2,12,1,98,3,54,3,9,8,24,35,1,0,0,2,12,1,98,2,47,4,9,8,35,39,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,5,1,0,0,0,0,0,0,1,3,7,1,30,1,8,8,8,8,98,8,8,8,8,8,98,8,8,1,1,4,21,4,8,8,8,98,8,8,8,8,98,8,8,2,8,1,1,1,3,1,3,2,1,1,2,1,3,2,1,1,2,98,98,98,10,8,1,12,3,1,1,18,22,2,98,8,8,98,8,8,8,98,98,1,27,31,80,98,1,7,13,97,997,8,98,7,11,998,10,998
13,14,10,37,2,14,3,6,5,3,3,2,12,1,91,3,54,1,7,4,23,37,1,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,14,2,98,8,8,98,98,2,1,2,1,2,2,0,0,2,12,1,40,4,70,1,5,5,22,23,10,1,0,2,12,1,91,3,54,1,7,4,23,37,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5,8,1,0,0,0,0,0,0,1,3,7,1,25,1,9,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,1,5,1,2,8,8,2,3,2,1,3,2,3,3,2,3,2,2,98,98,98,10,8,1,12,3,1,1,18,22,2,98,8,8,98,8,8,8,98,98,1,29,30,80,98,1,7,13,97,997,8,98,9,13,998,13,998
14,15,10,42,2,40,1,6,2,4,2,2,12,1,40,2,50,4,8,8,40,42,1,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,21,1,30,4,2,5,6,2,1,2,2,1,1,0,0,2,40,1,98,3,54,1,9,3,18,21,10,1,0,2,12,1,40,3,54,1,8,2,21,30,1,1,0,2,12,1,40,3,54,2,8,8,30,35,1,1,0,2,12,1,40,3,54,3,8,8,35,40,1,1,0,2,12,1,40,2,50,4,8,8,40,42,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,5,8,1,0,0,0,0,0,0,1,3,9,1,20,1,1,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,1,7,9,1,9,9,1,3,9,1,9,2,3,3,3,3,1,2,98,98,98,8,3,8,40,2,1,1,15,18,2,98,8,8,98,8,8,8,98,98,1,29,30,80,98,1,7,13,97,997,8,98,7,99,998,99,998
15,16,10,44,2,29,1,7,6,5,4,2,12,1,50,2,50,5,7,8,39,44,0,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,22,1,34,3,1,99,99,9,9,9,9,9,8,0,0,2,12,1,50,3,54,1,7,1,22,28,1,0,0,2,12,1,50,3,54,3,7,8,28,32,1,0,0,2,12,1,50,2,50,4,7,8,32,39,1,0,0,2,12,1,50,2,50,5,7,8,39,44,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,8,8,2,8,8,8,8,8,8,8,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,2,8,9,2,8,8,1,3,3,2,3,3,3,3,3,3,1,2,98,98,98,10,8,2,30,2,1,1,18,22,2,98,8,8,98,8,8,8,98,98,1,29,30,80,98,1,7,13,97,997,8,98,7,9,998,9,998
16,17,10,39,1,10,3,2,1,1,1,2,12,1,40,2,50,4,7,8,36,39,2,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,8,2,98,8,8,98,98,2,1,2,2,2,2,0,0,2,12,1,25,4,70,1,3,2,22,25,11,1,0,2,12,1,85,4,70,1,4,1,25,31,2,2,0,2,12,1,40,4,70,2,7,5,31,34,1,2,0,2,12,1,40,4,70,3,7,8,34,36,1,2,0,2,12,1,40,2,50,4,7,8,36,39,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,5,8,1,0,0,0,0,0,0,1,3,7,1,25,1,9,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,1,2,5,2,8,8,2,3,3,2,3,3,2,2,3,3,2,1,34,3,5,10,8,1,12,1,1,2,19,22,2,98,8,8,98,8,8,8,98,98,1,29,31,80,98,1,2,91,10,273,1,9,7,13,998,9,998
17,18,10,46,2,38,9,3,2,3,2,2,12,1,99,2,50,5,5,8,42,46,0,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,24,2,98,8,8,98,98,2,1,2,2,1,8,0,0,2,12,1,99,3,54,1,5,5,22,25,1,0,0,2,12,1,99,3,54,3,5,8,25,33,1,0,0,2,12,1,99,2,50,4,5,8,33,42,1,0,0,2,12,1,99,2,50,5,5,8,42,46,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,7,8,1,0,0,0,0,0,1,1,2,6,3,32,1,8,3,7,1,38,1,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,1,2,7,1,7,9,1,3,2,1,3,1,3,3,1,3,1,2,98,98,98,10,8,1,14,2,1,1,18,22,2,98,8,8,98,8,8,8,98,98,1,27,29,80,98,1,7,13,97,997,8,98,7,99,998,99,998
18,19,10,40,2,4,2,2,2,2,2,2,12,1,99,2,50,4,8,8,38,40,1,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,15,9,98,8,8,98,98,9,9,9,9,9,2,0,0,2,12,1,99,99,999,1,7,1,22,25,10,1,0,2,12,1,99,4,70,1,8,99,25,28,1,1,0,2,12,1,99,4,70,2,8,8,28,35,1,1,0,2,12,1,99,4,70,3,8,8,35,38,1,1,0,2,12,1,99,2,50,4,8,8,38,40,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,8,8,2,8,8,8,8,8,8,8,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,2,8,3,1,1,1,1,3,9,9,9,9,9,9,9,9,1,2,98,98,98,10,8,2,6,1,1,1,18,22,2,98,8,8,98,8,8,8,98,98,1,29,30,80,98,1,7,13,97,997,8,98,7,99,998,99,998
19,20,10,43,2,43,2,2,2,2,2,2,12,1,18,2,50,4,8,8,41,43,0,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,21,1,32,2,1,99,99,2,1,2,2,1,8,0,0,2,32,2,18,4,66,1,8,3,22,36,1,0,0,2,32,2,18,4,66,2,8,8,36,38,1,0,1,2,29,1,18,4,66,2,8,8,38,41,1,0,2,2,12,1,18,2,50,4,8,8,41,43,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,8,1,0,0,0,0,0,0,1,3,7,1,30,1,8,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,1,5,4,2,8,8,2,3,3,2,3,3,3,3,3,3,2,1,33,5,99,10,8,2,40,1,1,1,18,22,2,98,8,8,98,8,8,8,98,98,1,32,33,80,98,1,7,13,97,997,8,98,7,13,998,13,998
20,21,10,49,1,10,4,3,1,2,1,2,10,3,40,3,54,1,7,1,45,49,5,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,3,2,98,8,8,98,98,2,1,2,1,1,1,0,0,5,10,4,1,5,75,8,1,7,18,27,13,1,0,2,12,1,82,8,137,1,5,5,27,30,13,2,0,2,12,1,47,8,137,1,7,5,30,33,8,3,0,2,12,1,40,3,54,1,7,5,33,35,2,4,0,2,12,1,40,3,54,1,4,5,35,45,6,5,0,2,10,3,40,3,54,1,7,1,45,49,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,8,2,8,8,8,8,8,8,8,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,1,1,1,34,1,2,8,8,98,8,8,8,8,98,8,8,2,8,5,2,8,8,1,2,1,3,3,1,2,2,3,3,3,2,98,98,98,8,1,8,10,2,1,1,15,18,2,98,8,8,98,8,8,8,98,98,1,28,80,98,98,1,5,1,5,75,8,1,6,7,998,5,998
21,22,10,28,1,10,4,3,3,1,1,1,10,4,1,5,75,8,1,7,24,28,2,2,1,9,9,9,9,9,1,1,2,1,1,0,0,0,0,0,98,8,98,8,8,98,98,8,8,8,8,8,8,0,0,5,10,4,1,5,75,8,1,7,15,20,13,1,0,2,10,4,62,7,99,1,4,2,20,24,7,2,0,1,10,4,1,5,75,8,1,7,24,28,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,8,2,8,8,8,8,8,8,8,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,2,8,4,2,8,8,2,3,3,3,3,3,3,3,3,2,2,8,98,98,98,7,8,8,10,2,1,1,13,15,2,98,8,8,98,8,8,8,98,98,1,22,23,80,98,1,2,62,3,54,1,4,7,10,998,7,998
22,23,10,66,2,10,4,3,2,2,2,7,98,8,12,98,998,8,98,98,65,66,3,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,98,8,98,8,8,98,98,8,8,8,8,8,8,0,0,2,10,3,45,8,257,1,2,1,15,18,10,1,0,2,12,1,45,4,66,1,3,4,18,21,2,2,0,2,12,1,34,8,121,1,5,1,21,25,7,3,0,5,10,4,1,5,75,8,1,7,25,29,4,98,98,6,98,8,14,96,996,8,98,98,29,31,98,3,0,1,10,4,1,5,75,8,1,7,31,65,6,98,98,7,98,8,12,98,998,8,98,98,65,66,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,8,8,2,8,8,8,8,8,8,8,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,2,8,3,2,8,8,1,2,3,2,3,3,3,3,3,2,2,8,98,98,98,2,8,8,10,2,1,1,13,15,2,98,8,8,98,8,8,8,98,98,1,25,30,47,50,1,7,13,97,997,8,98,3,13,998,4,998
23,24,10,36,1,10,4,5,5,2,2,7,98,8,12,98,998,8,98,98,35,36,5,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,98,8,98,8,8,98,98,8,8,8,8,8,8,0,0,2,12,1,15,8,224,1,3,2,15,16,6,98,98,8,98,8,13,97,997,8,98,98,16,19,98,1,0,2,12,1,66,3,54,1,5,1,19,20,10,2,0,2,12,1,15,8,224,1,4,5,20,21,8,3,0,2,12,1,15,8,224,2,5,5,21,24,8,4,0,2,11,3,15,8,224,2,4,6,24,27,7,98,98,7,98,8,12,98,998,8,98,98,27,28,98,5,0,1,10,4,15,8,224,8,4,7,28,35,2,98,98,7,98,8,12,98,998,8,98,98,35,36,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,8,8,2,8,8,8,8,8,8,8,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,1,1,1,20,1,1,8,8,98,8,8,8,8,98,8,8,1,6,5,1,5,1,2,2,1,2,3,2,2,1,3,3,3,8,98,98,98,7,8,8,10,2,1,1,12,15,1,8,1,8,12,3,1,1,16,19,1,30,80,98,98,1,7,13,97,997,8,98,6,5,998,99,998
24,25,10,56,1,10,4,5,3,2,1,1,10,4,1,5,75,8,1,8,99,56,1,2,1,9,9,9,9,9,1,1,1,0,0,0,0,1,0,0,98,8,98,8,8,98,98,8,8,8,8,8,8,0,0,2,10,4,36,8,140,1,9,4,15,20,4,98,98,6,98,8,14,96,996,8,98,98,20,20,98,1,0,5,10,4,1,5,75,8,1,7,20,99,1,1,0,1,10,4,1,5,75,8,1,8,99,56,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,8,8,2,8,8,8,8,8,8,8,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,2,8,3,2,8,8,2,9,3,2,3,2,3,3,3,2,1,8,98,98,98,2,8,8,10,2,1,1,13,15,2,98,8,8,98,8,8,8,98,98,1,24,26,44,51,1,5,1,5,75,8,1,2,6,998,4,998
25,26,10,33,1,10,4,2,1,2,1,2,10,4,28,8,187,1,4,1,31,33,3,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,2,1,31,2,2,3,99,1,2,2,2,1,1,0,0,2,12,1,28,8,187,1,7,5,15,18,14,1,0,2,12,1,28,8,187,1,8,5,18,22,12,2,0,2,12,1,28,8,187,1,4,1,22,31,14,3,0,2,10,4,28,8,187,1,4,1,31,33,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,2,8,1,1,0,0,0,0,0,0,4,1,1,25,1,9,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,1,2,5,2,8,8,1,3,2,3,3,3,3,1,2,1,1,2,98,98,98,7,8,8,10,2,1,1,13,15,2,98,8,8,98,8,8,8,98,98,1,28,29,80,98,1,7,13,97,997,8,98,7,16,998,7,998
26,27,10,66,1,10,4,5,2,2,2,2,10,4,98,2,47,1,9,6,64,66,1,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,2,2,98,8,8,98,98,9,9,9,9,9,9,0,0,5,10,4,1,5,75,8,1,7,19,21,4,98,98,6,98,8,14,96,996,8,98,98,21,24,98,0,0,5,10,4,1,5,75,8,1,7,24,27,4,98,98,6,98,8,14,96,996,8,98,98,27,29,98,0,0,1,10,4,1,5,75,8,1,7,29,64,14,1,0,2,10,4,98,2,47,1,9,6,64,66,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,8,8,2,8,8,8,8,8,8,8,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,2,8,5,2,8,8,3,3,3,3,3,1,3,3,2,2,1,9,98,98,98,4,8,8,10,2,1,1,14,19,2,98,8,8,98,8,8,8,98,98,1,21,22,40,58,1,5,1,5,75,8,1,2,11,998,6,998
